vaga_simplificada,senioridade,nome_empresa,tamanho,tipo_propriedade,industria,setor,receita,cidade,estado,idade_empresa,nota,fg_glassdor_est,fg_por_hora,descricao_qtd_palavras,estatistica,programacao,etl,saas,ferramentas_bi,ml_ai,salario_medio
Data Scientist,Unknown,Peterson Technology Partners,201 to 500 Employees,Contract,IT Services,Information Technology,$25 to $50 million (USD),Lake Forest,IL,24.0,4.2,1,0,121,0,0,0,0,0,1,142500.0
Data Scientist,Unknown,TEKsystems,1001 to 5000 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),New York,NY,38.0,3.9,1,0,103,0,1,1,0,0,1,142500.0
Data Scientist,Unknown,Maersk,10000+ Employees,Subsidiary or Business Segment,Logistics & Supply Chain,Transportation & Logistics,$10+ billion (USD),Florham Park,NJ,93.0,4.1,1,0,161,0,0,0,0,0,1,142500.0
Data Scientist,Unknown,Vaco,501 to 1000 Employees,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),Nashville,TN,19.0,3.7,1,0,134,0,1,0,0,0,1,142500.0
Data Scientist,Unknown,Descript,1 to 50 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,California,CA,4.0,5.0,1,0,645,1,1,1,0,0,1,142500.0
Data Scientist,Unknown,Tinder,201 to 500 Employees,Company - Public,IT Services,Information Technology,Unknown,Los Angeles,CA,9.0,3.7,1,0,167,0,0,0,0,0,0,142500.0
Data Scientist,Unknown,Millipore Sigma,10000+ Employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Saint Louis,MO,7.0,3.8,1,0,640,1,1,0,0,0,0,142500.0
Data Scientist,Unknown,Koverse,1 to 50 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),United States,Na,9.0,4.8,1,0,174,0,0,0,0,0,1,142500.0
Data Scientist,Unknown,Blockchain.com,51 to 200 Employees,Company - Private,Internet,Information Technology,Unknown,California,CA,10.0,4.1,1,0,732,1,1,1,1,0,1,142500.0
Data Scientist,Unknown,CyberCoders,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Pittsburgh,PA,22.0,4.1,1,0,155,0,0,0,0,0,1,142500.0
Data Scientist,Unknown,STAR Labs,1 to 50 Employees,Company - Private,Advertising & Marketing,Business Services,Unknown,Los Gatos,CA,28.0,3.2,1,0,345,1,1,0,0,0,1,142500.0
Data Scientist,Unknown,Microsoft,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Redmond,WA,46.0,4.4,1,0,152,0,0,0,1,0,0,142500.0
Data Scientist,Unknown,Allianz Global Investors,10000+ Employees,Company - Public,Brokerage Services,Finance,$10+ billion (USD),San Diego,CA,131.0,4.0,1,0,163,0,0,0,0,0,0,142500.0
Data Scientist,Unknown,Kaiser Permanente,10000+ Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),Burbank,CA,76.0,4.0,1,0,118,0,0,0,0,0,0,142500.0
Data Scientist,Unknown,Parkview Health,10000+ Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Fort Wayne,IN,22.0,3.9,1,0,209,1,1,0,0,0,1,142500.0
Data Scientist,Unknown,University of Utah,10000+ Employees,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),Salt Lake City,UT,171.0,4.3,1,0,148,0,0,0,0,0,0,142500.0
Data Scientist,Unknown,Firaxis,51 to 200 Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,Baltimore,MD,25.0,4.4,1,0,691,1,1,1,0,0,1,142500.0
Data Scientist,Unknown,"Sony Pictures Entertainment, Inc.",5001 to 10000 Employees,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,$5 to $10 billion (USD),Culver City,CA,32.0,4.0,1,0,116,0,0,0,0,0,0,142500.0
Data Scientist,Unknown,Nucleus,1 to 50 Employees,Company - Private,Unknown,Unknown,$1 to $5 million (USD),Glen Allen,VA,28.0,3.4,1,0,197,1,0,0,0,0,1,142500.0
Data Scientist,Unknown,TEKsystems,1001 to 5000 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),New York,NY,38.0,3.9,1,0,103,0,1,1,0,0,1,115000.0
Data Scientist,Unknown,Vaco,501 to 1000 Employees,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),Nashville,TN,19.0,3.7,1,0,134,0,1,0,0,0,1,115000.0
Data Scientist,Unknown,"Sony Pictures Entertainment, Inc.",5001 to 10000 Employees,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,$5 to $10 billion (USD),Culver City,CA,32.0,4.0,1,0,116,0,0,0,0,0,0,115000.0
Data Scientist,Unknown,Tinder,201 to 500 Employees,Company - Public,IT Services,Information Technology,Unknown,Los Angeles,CA,9.0,3.7,1,0,167,0,0,0,0,0,0,115000.0
Data Scientist,Unknown,Maersk,10000+ Employees,Subsidiary or Business Segment,Logistics & Supply Chain,Transportation & Logistics,$10+ billion (USD),Florham Park,NJ,93.0,4.1,1,0,161,0,0,0,0,0,1,115000.0
Data Scientist,Unknown,Millipore Sigma,10000+ Employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Saint Louis,MO,7.0,3.8,1,0,640,1,1,0,0,0,0,115000.0
Data Scientist,Unknown,Descript,1 to 50 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,California,CA,4.0,5.0,1,0,645,1,1,1,0,0,1,115000.0
Data Scientist,Unknown,Blockchain.com,51 to 200 Employees,Company - Private,Internet,Information Technology,Unknown,California,CA,10.0,4.1,1,0,732,1,1,1,1,0,1,115000.0
Data Scientist,Unknown,Koverse,1 to 50 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),United States,Na,9.0,4.8,1,0,174,0,0,0,0,0,1,115000.0
Data Scientist,Unknown,CyberCoders,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Pittsburgh,PA,22.0,4.1,1,0,155,0,0,0,0,0,1,115000.0
Data Scientist,Unknown,Firaxis,51 to 200 Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,Baltimore,MD,25.0,4.4,1,0,691,1,1,1,0,0,1,115000.0
Data Scientist,Unknown,STAR Labs,1 to 50 Employees,Company - Private,Advertising & Marketing,Business Services,Unknown,Los Gatos,CA,28.0,3.2,1,0,345,1,1,0,0,0,1,115000.0
Data Scientist,Unknown,Allianz Global Investors,10000+ Employees,Company - Public,Brokerage Services,Finance,$10+ billion (USD),San Diego,CA,131.0,4.0,1,0,163,0,0,0,0,0,0,115000.0
Data Scientist,Unknown,Kaiser Permanente,10000+ Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),Burbank,CA,76.0,4.0,1,0,118,0,0,0,0,0,0,115000.0
Data Scientist,Unknown,University of Utah,10000+ Employees,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),Salt Lake City,UT,171.0,4.3,1,0,148,0,0,0,0,0,0,115000.0
Data Scientist,Unknown,UCLA,1001 to 5000 Employees,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),Los Angeles,CA,102.0,4.3,1,0,541,1,1,1,0,1,1,115000.0
Data Scientist,Unknown,Parkview Health,10000+ Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Fort Wayne,IN,22.0,3.9,1,0,209,1,1,0,0,0,1,115000.0
Data Scientist,Unknown,Salesforce,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),San Francisco,CA,22.0,4.4,1,0,292,0,0,0,0,0,1,115000.0
Data Scientist,Unknown,Xaxis,1001 to 5000 Employees,Subsidiary or Business Segment,Publishing,Media,$500 million to $1 billion (USD),New York,NY,10.0,3.4,1,0,104,0,0,0,0,0,1,115000.0
Data Scientist,Mid,Nike,10000+ Employees,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Boston,MA,49.0,4.1,1,0,149,0,0,0,0,0,0,115000.0
Data Scientist,Unknown,Bayer,10000+ Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Saint Louis,MO,158.0,4.2,1,0,117,0,0,0,0,0,0,115000.0
Data Scientist,Unknown,Aspen Technology,1001 to 5000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$500 million to $1 billion (USD),Houston,TX,40.0,3.0,1,0,226,1,0,0,0,1,1,115000.0
Data Scientist,Unknown,"Navstar, Inc.",51 to 200 Employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Reston,VA,22.0,4.3,1,0,127,0,0,0,0,0,0,115000.0
Data Scientist,Unknown,Insurify,1 to 50 Employees,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown,Cambridge,MA,8.0,4.7,1,0,126,0,0,0,0,0,1,115000.0
Data Scientist,Unknown,Enigma,Unknown,Company - Public,Unknown,Unknown,Unknown,New York State,NY,28.0,3.9,1,0,354,1,1,1,0,0,1,115000.0
Data Scientist,Unknown,Berg Health,51 to 200 Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),Framingham,MA,15.0,4.7,1,0,96,1,0,0,0,0,0,115000.0
Data Scientist,Unknown,Voya Financial,5001 to 10000 Employees,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),Windsor,CT,8.0,3.7,1,0,176,0,0,0,0,0,1,115000.0
Data Scientist,Unknown,cloudteam,1 to 50 Employees,Contract,Unknown,Unknown,Unknown,Hanover,MD,28.0,5.0,1,0,114,0,0,0,0,0,0,115000.0
Data Scientist,Unknown,Chewy,10000+ Employees,Company - Public,Pet & Pet Supplies Stores,Retail,$2 to $5 billion (USD),Fort Lauderdale,FL,10.0,3.3,1,0,747,1,1,1,0,1,1,115000.0
Data Scientist,Unknown,Mars,10000+ Employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),Chicago,IL,110.0,4.2,1,0,218,1,0,0,0,0,0,115000.0
Data Scientist,Unknown,Texas Oncology,1001 to 5000 Employees,Company - Private,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),Dallas,TX,35.0,3.4,1,0,250,0,0,0,0,0,0,93500.0
Data Scientist,Unknown,Carta,501 to 1000 Employees,Company - Private,Venture Capital & Private Equity,Finance,Unknown,Seattle,WA,9.0,3.9,1,0,143,0,0,0,0,0,0,93500.0
Data Scientist,Unknown,John Deere,10000+ Employees,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),Ottumwa,IA,184.0,4.0,1,0,117,0,0,0,0,0,0,93500.0
Data Scientist,Unknown,US Central Intelligence Agency,Unknown,Government,Federal Agencies,Government,Unknown,Washington,DC,74.0,3.9,1,0,72,1,0,0,0,0,0,93500.0
Machine Learning,Senior,Guidehouse,5001 to 10000 Employees,Company - Private,Consulting,Business Services,Unknown,West McLean,VA,3.0,3.8,1,0,135,0,0,0,0,0,0,93500.0
Data Engineer,Unknown,Amgen,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Cambridge,MA,41.0,4.0,1,0,198,1,0,0,0,0,1,93500.0
Data Scientist,Unknown,Love Justice International,Unknown,Company - Public,Unknown,Unknown,Unknown,United States,Na,28.0,3.9,1,0,135,0,0,0,0,0,0,93500.0
Data Scientist,Unknown,"Gongos, Inc.",51 to 200 Employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),Royal Oak,MI,30.0,3.6,1,0,197,1,0,0,0,0,0,93500.0
Data Scientist,Unknown,Northwestern Medicine,5001 to 10000 Employees,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Chicago,IL,56.0,4.0,1,0,139,1,0,0,0,0,0,93500.0
Data Scientist,Unknown,Millipore Sigma,10000+ Employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Saint Louis,MO,7.0,3.8,1,0,149,1,0,0,0,0,1,93500.0
Data Scientist,Unknown,BNY Mellon,10000+ Employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),New York,NY,237.0,3.5,1,0,157,0,0,0,0,0,0,93500.0
Data Scientist,Unknown,Trigint Solutions,Unknown,Company - Public,Unknown,Unknown,Unknown,Gaithersburg,MD,28.0,3.9,1,0,86,0,0,0,0,0,0,93500.0
Data Scientist,Unknown,PetSmart,10000+ Employees,Company - Private,Pet & Pet Supplies Stores,Retail,$5 to $10 billion (USD),Phoenix,AZ,35.0,3.4,1,0,135,0,0,0,0,0,0,93500.0
Data Scientist,Unknown,TeamViewer GmbH,1001 to 5000 Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,New York,NY,16.0,3.5,1,0,141,1,0,0,0,0,0,93500.0
Data Scientist,Unknown,Somatus,201 to 500 Employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,Virginia,VA,5.0,3.9,1,0,504,1,0,1,1,0,1,93500.0
Data Scientist,Unknown,Solaredge,201 to 500 Employees,Company - Public,Energy,"Oil, Gas, Energy & Utilities",Unknown,Illinois,IL,15.0,3.9,1,0,118,1,1,0,0,1,0,93500.0
Data Scientist,Unknown,Cedars-Sinai,10000+ Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),Los Angeles,CA,119.0,4.2,1,0,101,0,0,0,0,0,0,93500.0
Data Scientist,Unknown,Signify Health,1001 to 5000 Employees,Company - Public,Health Care Services & Hospitals,Health Care,Unknown,Dallas,TX,4.0,3.6,1,0,588,1,1,1,1,0,1,93500.0
Data Scientist,Unknown,Munich Re America,10000+ Employees,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),New York,NY,141.0,4.1,1,0,208,0,0,0,0,0,1,93500.0
Data Scientist,Unknown,Convoy,501 to 1000 Employees,Company - Private,Trucking,Transportation & Logistics,Unknown,Seattle,WA,6.0,3.7,1,0,149,1,0,0,0,0,0,93500.0
Data Scientist,Unknown,Clearcover,201 to 500 Employees,Company - Private,Insurance Carriers,Insurance,Unknown,Illinois,IL,5.0,4.5,1,0,410,1,1,1,0,0,1,93500.0
Data Scientist,Unknown,Digitas,5001 to 10000 Employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown,New York,NY,41.0,3.7,1,0,297,1,0,0,0,0,1,93500.0
Data Scientist,Unknown,MK Analytics,Unknown,Unknown,Unknown,Unknown,Unknown,Remote,Na,28.0,3.9,1,0,146,0,0,0,0,0,0,93500.0
Data Scientist,Unknown,Avanade,10000+ Employees,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),Chicago,IL,21.0,4.1,1,0,478,1,1,1,1,0,1,93500.0
Data Scientist,Unknown,ON Semiconductor,10000+ Employees,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 billion (USD),Phoenix,AZ,22.0,3.8,1,0,104,0,0,0,0,0,0,93500.0
Data Scientist,Unknown,Zebra Technologies,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Kennesaw,GA,52.0,3.9,1,0,117,0,0,0,0,1,0,93500.0
Machine Learning,Unknown,Spectral MD Inc,51 to 200 Employees,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),Dallas,TX,12.0,4.7,1,0,93,0,0,0,0,0,0,93500.0
Data Scientist,Senior,Robinhood,501 to 1000 Employees,Company - Private,Brokerage Services,Finance,Unknown,Menlo Park,CA,8.0,4.4,1,0,529,1,1,1,0,0,1,93500.0
Data Scientist,Unknown,Gyfted,Unknown,Unknown,Unknown,Unknown,Unknown,Remote,Na,28.0,3.9,1,0,96,0,0,0,0,0,1,93500.0
Data Scientist,Unknown,MetroStar,1 to 50 Employees,Company - Private,Consulting,Business Services,Less than $1 million (USD),Reston,VA,28.0,3.9,1,0,445,0,1,1,1,0,1,93500.0
Data Scientist,Unknown,USC,10000+ Employees,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),Los Angeles,CA,141.0,4.3,1,0,412,1,1,1,0,1,1,108500.0
Data Scientist,Senior,Deutsche Bank,10000+ Employees,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),New York,NY,151.0,3.8,1,0,185,0,0,0,0,0,0,108500.0
Data Scientist,Unknown,Kraft Heinz Company,10000+ Employees,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),Chicago,IL,6.0,3.4,1,0,217,0,0,0,0,0,0,108500.0
Data Scientist,Unknown,eHealth,1001 to 5000 Employees,Company - Public,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),Santa Clara,CA,24.0,3.7,1,0,103,0,0,0,0,0,1,108500.0
Data Scientist,Unknown,Ipsos North America,10000+ Employees,Company - Public,Consulting,Business Services,$1 to $2 billion (USD),Culver City,CA,46.0,3.4,1,0,192,0,0,0,0,0,1,108500.0
Data Scientist,Unknown,Digitas,5001 to 10000 Employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown,New York,NY,41.0,3.7,1,0,141,1,0,0,0,0,0,108500.0
Data Scientist,Senior,Robinhood,501 to 1000 Employees,Company - Private,Brokerage Services,Finance,Unknown,New York,NY,8.0,4.4,1,0,601,1,1,1,0,1,0,108500.0
Data Scientist,Unknown,"WhirlWind Technologies, LLC",1 to 50 Employees,Company - Public,Unknown,Unknown,$1 to $5 million (USD),Suitland,MD,28.0,5.0,1,0,154,0,0,0,0,0,0,108500.0
Data Scientist,Unknown,Atlas Technology Group,51 to 200 Employees,Company - Private,IT Services,Information Technology,Unknown,Rogers,AR,13.0,4.3,1,0,99,1,0,0,0,0,0,108500.0
Machine Learning,Unknown,"Odyssey Systems Consulting Group, Ltd.",501 to 1000 Employees,Company - Private,Consulting,Business Services,$100 to $500 million (USD),Lexington,MA,24.0,4.5,1,0,172,0,0,0,0,0,1,108500.0
Data Scientist,Unknown,Altana AI,Unknown,Unknown,Unknown,Unknown,Unknown,New York State,NY,28.0,3.9,1,0,433,0,1,0,1,1,1,108500.0
Data Scientist,Unknown,Commonstock,1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown,San Francisco,CA,28.0,3.9,1,0,161,0,0,0,0,0,0,108500.0
Data Scientist,Unknown,Amazon.com Services LLC,10000+ Employees,Company - Public,Internet,Information Technology,$10+ billion (USD),Culver City,CA,27.0,3.8,1,0,285,1,1,1,0,0,1,108500.0
Data Scientist,Unknown,Hartford Steam Boiler,Unknown,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),Hartford,CT,21.0,3.8,1,0,111,1,0,0,0,0,0,108500.0
Data Scientist,Unknown,Medidata Solutions,1001 to 5000 Employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),New York,NY,22.0,4.1,1,0,143,0,0,0,0,0,0,108500.0
Data Scientist,Mid,PayPal,10000+ Employees,Company - Public,Internet,Information Technology,$10+ billion (USD),San Jose,CA,23.0,4.1,1,0,423,1,1,1,1,1,1,108500.0
Data Scientist,Unknown,Tech Data Corporation,5001 to 10000 Employees,Company - Public,Wholesale,Business Services,$10+ billion (USD),Clearwater,FL,47.0,3.7,1,0,122,0,0,0,0,0,0,108500.0
Data Scientist,Unknown,Tentek Inc,Unknown,Unknown,Unknown,Unknown,Unknown,Columbus,OH,28.0,3.9,1,0,88,0,0,0,0,0,0,108500.0
Data Scientist,Unknown,Group W,51 to 200 Employees,Company - Private,Research & Development,Business Services,$5 to $10 million (USD),Vienna,VA,28.0,4.4,1,0,416,1,1,0,1,0,0,108500.0
Data Scientist,Unknown,CTS,Unknown,Unknown,Unknown,Unknown,Unknown,New York,NY,28.0,3.9,1,0,78,0,0,0,0,0,1,108500.0
Data Scientist,Unknown,Sunrun,5001 to 10000 Employees,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),San Francisco,CA,14.0,3.6,1,0,173,0,0,0,0,0,0,108500.0
Data Scientist,Unknown,Taulia,201 to 500 Employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Cottonwood Heights,UT,12.0,4.7,1,0,120,0,0,0,0,0,0,108500.0
Data Scientist,Unknown,Delta Staffing,51 to 200 Employees,Company - Private,Unknown,Unknown,$5 to $10 million (USD),Troy,MI,28.0,4.6,1,0,357,1,1,1,0,0,1,108500.0
Data Scientist,Unknown,ManTech International Corporation,5001 to 10000 Employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),Virginia Beach,VA,53.0,4.2,1,0,232,1,0,0,0,0,1,108500.0
Data Engineer,Unknown,Waymo,Unknown,Company - Private,Computer Hardware & Software,Information Technology,Unknown,Mountain View,CA,12.0,4.0,1,0,196,0,0,0,0,0,0,108500.0
Data Scientist,Unknown,IHS Markit,10000+ Employees,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),New York,NY,5.0,4.1,1,0,111,0,0,0,0,0,0,108500.0
Data Scientist,Unknown,Johns Hopkins Applied Physics Laboratory (APL),5001 to 10000 Employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),Laurel,MD,79.0,4.6,1,0,329,0,0,0,0,0,1,108500.0
Data Engineer,Unknown,Amgen,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Thousand Oaks,CA,41.0,4.0,1,0,105,0,0,0,0,0,0,108500.0
Data Engineer,Unknown,HP,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,Unknown,Spring,TX,82.0,4.2,1,0,205,1,0,0,0,0,0,108500.0
Data Scientist,Unknown,Applied Information Sciences,201 to 500 Employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Austin,TX,39.0,4.4,1,0,111,0,0,1,0,0,0,108500.0
Data Scientist,Unknown,IHS Markit,10000+ Employees,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),New York,NY,5.0,4.1,1,0,111,0,0,0,0,0,0,115000.0
Data Engineer,Unknown,Amgen,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Thousand Oaks,CA,41.0,4.0,1,0,105,0,0,0,0,0,0,115000.0
Data Scientist,Unknown,Applied Information Sciences,201 to 500 Employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Austin,TX,39.0,4.4,1,0,111,0,0,1,0,0,0,115000.0
Data Scientist,Unknown,"US Anesthesia Partners, Inc.",1001 to 5000 Employees,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Dallas,TX,8.0,4.0,1,0,81,1,0,0,0,0,1,115000.0
Data Scientist,Unknown,BEES,501 to 1000 Employees,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),New York,NY,37.0,3.4,1,0,744,1,1,1,1,0,1,115000.0
Data Scientist,Unknown,Novel Engineering,1 to 50 Employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),Melbourne,FL,12.0,3.5,1,0,161,1,0,0,0,0,0,115000.0
Data Scientist,Unknown,"Salient CRGT, Inc",1001 to 5000 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Arlington,VA,28.0,3.6,1,0,256,1,0,0,0,0,0,115000.0
Machine Learning,Unknown,"Odyssey Systems Consulting Group, Ltd.",501 to 1000 Employees,Company - Private,Consulting,Business Services,$100 to $500 million (USD),Lexington,MA,24.0,4.5,1,0,172,0,0,0,0,0,1,115000.0
Data Scientist,Unknown,Global Overview,Unknown,Company - Private,Unknown,Unknown,Unknown,Minnetonka,MN,28.0,4.0,1,0,160,1,0,0,0,1,0,115000.0
Data Scientist,Unknown,Chartboost,Unknown,Unknown,Unknown,Unknown,Unknown,San Francisco,CA,28.0,3.9,1,0,191,1,0,0,0,0,1,115000.0
Data Scientist,Unknown,Imprint,Unknown,Company - Private,Unknown,Unknown,Unknown,Phoenix,AZ,28.0,3.9,1,0,840,1,1,1,0,0,1,115000.0
Data Scientist,Unknown,BrainWorks,1 to 50 Employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),Remote,Na,46.0,4.2,1,0,227,1,0,0,0,1,1,115000.0
Data Scientist,Unknown,AR systems inc,Unknown,Unknown,Unknown,Unknown,Unknown,Plano,TX,28.0,3.9,1,0,126,0,0,0,0,0,0,115000.0
Data Scientist,Unknown,Blutium,Unknown,Unknown,Unknown,Unknown,Unknown,San Jose,CA,28.0,3.9,1,0,82,0,1,1,0,1,0,115000.0
Data Analyist,Unknown,Insight Xcite LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Fairfax,VA,28.0,3.9,1,0,112,1,0,0,0,0,0,115000.0
Data Scientist,Unknown,Kenshoo,501 to 1000 Employees,Company - Private,Internet,Information Technology,Unknown,San Francisco,CA,15.0,3.9,1,0,98,1,0,0,0,1,0,115000.0
Data Scientist,Unknown,IterationN LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Atlanta,GA,28.0,3.9,1,0,189,0,1,1,0,0,0,115000.0
Data Scientist,Unknown,Optimum Technologies,Unknown,Unknown,Unknown,Unknown,Unknown,San Francisco,CA,28.0,3.9,1,0,81,0,0,0,0,0,1,115000.0
Data Scientist,Unknown,SentryHealth,Unknown,Unknown,Unknown,Unknown,Unknown,Louisville,KY,28.0,3.9,1,0,92,1,0,0,0,0,0,115000.0
Data Scientist,Unknown,Victory,501 to 1000 Employees,Company - Private,Home Centers & Hardware Stores,Retail,Unknown,Austin,TX,28.0,3.7,1,0,85,1,0,0,0,0,0,115000.0
Data Scientist,Unknown,ComResource,201 to 500 Employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Columbus,OH,30.0,4.2,1,0,369,1,1,1,0,0,0,115000.0
Data Scientist,Unknown,Colsh Consultants,Unknown,Unknown,IT Services,Information Technology,Unknown,Richfield,MN,16.0,4.6,1,0,47,1,0,0,0,0,1,115000.0
Data Scientist,Unknown,Catapult Systems,201 to 500 Employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Denver,CO,28.0,4.3,1,0,175,0,0,0,1,0,0,115000.0
Data Scientist,Unknown,Alion Science and Technology,1001 to 5000 Employees,Company - Private,Research & Development,Business Services,$1 to $2 billion (USD),Norfolk,VA,20.0,4.1,1,0,148,1,0,0,0,0,0,115000.0
Data Scientist,Unknown,aThingz,1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown,Southfield,MI,28.0,3.9,1,0,130,1,1,1,0,1,1,115000.0
Data Scientist,Unknown,National Security Agency,Unknown,Government,Federal Agencies,Government,Unknown,Fort Meade,MD,28.0,3.7,1,0,431,1,0,0,0,0,1,115000.0
Data Scientist,Unknown,Success Academy Charter Schools,1001 to 5000 Employees,School / School District,K-12 Education,Education,$100 to $500 million (USD),New York,NY,15.0,2.8,1,0,172,0,0,0,0,1,0,115000.0
Data Scientist,Unknown,Booz Allen Hamilton,10000+ Employees,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),Washington,DC,107.0,4.2,1,0,218,0,0,0,0,0,1,115000.0
Data Scientist,Unknown,Epsilon,5001 to 10000 Employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD),New York,NY,52.0,3.7,1,0,163,1,0,0,0,0,0,115000.0
Data Scientist,Unknown,EOS,501 to 1000 Employees,Company - Private,IT Services,Information Technology,Unknown,Fremont,CA,13.0,3.3,1,0,436,1,1,1,0,0,1,115000.0
